stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening F:\final project\ConsoleApplication1\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.08986] added dtor for sub_bitmap 00000242B62DDBF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08988] added dtor for sub_bitmap 00000242B62DD430, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08992] added dtor for sub_bitmap 00000242B62DDFD0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08994] added dtor for sub_bitmap 00000242B62DDDE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08995] added dtor for sub_bitmap 00000242B62DCC70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08996] added dtor for sub_bitmap 00000242B62DE3B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08998] added dtor for sub_bitmap 00000242B62DD620, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08999] added dtor for sub_bitmap 00000242B62DD810, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09000] added dtor for sub_bitmap 00000242B62DD050, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09001] added dtor for sub_bitmap 00000242B62DDA00, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09003] added dtor for sub_bitmap 00000242B62DE1C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09004] added dtor for sub_bitmap 00000242B62DE5A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09005] added dtor for sub_bitmap 00000242B62DC890, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09007] added dtor for sub_bitmap 00000242B62DCE60, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09008] added dtor for sub_bitmap 00000242B62DD240, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09010] added dtor for sub_bitmap 00000242B62DEA90, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09011] added dtor for sub_bitmap 00000242B62DF630, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09012] added dtor for sub_bitmap 00000242B62E24B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09014] added dtor for sub_bitmap 00000242B62DF440, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09015] added dtor for sub_bitmap 00000242B62DEC80, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09016] added dtor for sub_bitmap 00000242B62E03C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09018] added dtor for sub_bitmap 00000242B62DFDF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09019] added dtor for sub_bitmap 00000242B62E05B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09020] added dtor for sub_bitmap 00000242B62DFFE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09022] added dtor for sub_bitmap 00000242B62DF820, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09023] added dtor for sub_bitmap 00000242B62E07A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09024] added dtor for sub_bitmap 00000242B62E22C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09025] added dtor for sub_bitmap 00000242B62E1720, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09027] added dtor for sub_bitmap 00000242B62E01D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09028] added dtor for sub_bitmap 00000242B62DFA10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09029] added dtor for sub_bitmap 00000242B62DFC00, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09031] added dtor for sub_bitmap 00000242B62DE8A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09032] added dtor for sub_bitmap 00000242B62E0990, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09033] added dtor for sub_bitmap 00000242B62E1910, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09035] added dtor for sub_bitmap 00000242B62E0B80, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09036] added dtor for sub_bitmap 00000242B62DF250, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09037] added dtor for sub_bitmap 00000242B62E0D70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09038] added dtor for sub_bitmap 00000242B62E1EE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09040] added dtor for sub_bitmap 00000242B62E0F60, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09041] added dtor for sub_bitmap 00000242B62E1150, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09042] added dtor for sub_bitmap 00000242B62E1340, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09044] added dtor for sub_bitmap 00000242B62E1530, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09045] added dtor for sub_bitmap 00000242B62E1B00, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09047] added dtor for sub_bitmap 00000242B62E1CF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09055] added dtor for sub_bitmap 00000242B62E20D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09057] added dtor for sub_bitmap 00000242B62DEE70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09058] added dtor for sub_bitmap 00000242B62DF060, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09060] added dtor for sub_bitmap 00000242B62E8010, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09062] added dtor for sub_bitmap 00000242B62E89C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09063] added dtor for sub_bitmap 00000242B62E9B30, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09064] added dtor for sub_bitmap 00000242B62E8BB0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09066] added dtor for sub_bitmap 00000242B62E8200, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09067] added dtor for sub_bitmap 00000242B62E8DA0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09068] added dtor for sub_bitmap 00000242B62E8F90, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09070] added dtor for sub_bitmap 00000242B62E9750, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09071] added dtor for sub_bitmap 00000242B62E85E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09072] added dtor for sub_bitmap 00000242B62E9560, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09074] added dtor for sub_bitmap 00000242B62E6EA0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09075] added dtor for sub_bitmap 00000242B62E9180, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09076] added dtor for sub_bitmap 00000242B62E7A40, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09078] added dtor for sub_bitmap 00000242B62E68D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09079] added dtor for sub_bitmap 00000242B62E6AC0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09080] added dtor for sub_bitmap 00000242B62E9370, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09082] added dtor for sub_bitmap 00000242B62E6CB0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09083] added dtor for sub_bitmap 00000242B62EA100, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09084] added dtor for sub_bitmap 00000242B62E7C30, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09086] added dtor for sub_bitmap 00000242B62E7090, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09087] added dtor for sub_bitmap 00000242B62E9D20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09088] added dtor for sub_bitmap 00000242B62EA2F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09090] added dtor for sub_bitmap 00000242B62E83F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09091] added dtor for sub_bitmap 00000242B62E87D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09092] added dtor for sub_bitmap 00000242B62E7280, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09093] added dtor for sub_bitmap 00000242B62E9940, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09095] added dtor for sub_bitmap 00000242B62E7850, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09096] added dtor for sub_bitmap 00000242B62E9F10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09098] added dtor for sub_bitmap 00000242B62E7470, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09099] added dtor for sub_bitmap 00000242B62EA4E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09100] added dtor for sub_bitmap 00000242B62E7660, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09102] added dtor for sub_bitmap 00000242B62E7E20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09104] added dtor for sub_bitmap 00000242B62EE360, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09105] added dtor for sub_bitmap 00000242B62EC270, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09106] added dtor for sub_bitmap 00000242B62EAF10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09107] added dtor for sub_bitmap 00000242B62EAD20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09109] added dtor for sub_bitmap 00000242B62EB4E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09110] added dtor for sub_bitmap 00000242B62EB100, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09112] added dtor for sub_bitmap 00000242B62EE550, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09113] added dtor for sub_bitmap 00000242B62EB2F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09114] added dtor for sub_bitmap 00000242B62EE740, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09115] added dtor for sub_bitmap 00000242B62EDBA0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09117] added dtor for sub_bitmap 00000242B62EE930, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09118] added dtor for sub_bitmap 00000242B62EC460, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09119] added dtor for sub_bitmap 00000242B62EBE90, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09121] added dtor for sub_bitmap 00000242B62ECC20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09122] added dtor for sub_bitmap 00000242B62EB6D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09123] added dtor for sub_bitmap 00000242B62ECA30, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09125] added dtor for sub_bitmap 00000242B62EB8C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09126] added dtor for sub_bitmap 00000242B62EC080, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09128] added dtor for sub_bitmap 00000242B62EC650, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09129] added dtor for sub_bitmap 00000242B62EBAB0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09130] added dtor for sub_bitmap 00000242B62EDD90, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09131] added dtor for sub_bitmap 00000242B62EBCA0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09133] added dtor for sub_bitmap 00000242B62ECE10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09134] added dtor for sub_bitmap 00000242B62EC840, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09135] added dtor for sub_bitmap 00000242B62ED000, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09137] added dtor for sub_bitmap 00000242B62ED1F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09138] added dtor for sub_bitmap 00000242B62ED3E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09139] added dtor for sub_bitmap 00000242B62ED5D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09141] added dtor for sub_bitmap 00000242B62ED7C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09142] added dtor for sub_bitmap 00000242B62ED9B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09144] added dtor for sub_bitmap 00000242B62EDF80, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09145] added dtor for sub_bitmap 00000242B62EE170, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09147] added dtor for sub_bitmap 00000242B62F2C60, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09148] added dtor for sub_bitmap 00000242B62F1140, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09150] added dtor for sub_bitmap 00000242B62F1330, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09151] added dtor for sub_bitmap 00000242B62F3800, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09152] added dtor for sub_bitmap 00000242B62F1520, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09154] added dtor for sub_bitmap 00000242B62F4780, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09155] added dtor for sub_bitmap 00000242B62F22B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09156] added dtor for sub_bitmap 00000242B62F1710, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09157] added dtor for sub_bitmap 00000242B62F43A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09159] added dtor for sub_bitmap 00000242B62F4970, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09160] added dtor for sub_bitmap 00000242B62F2A70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09161] added dtor for sub_bitmap 00000242B62F2E50, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09163] added dtor for sub_bitmap 00000242B62F4D50, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09164] added dtor for sub_bitmap 00000242B62F3610, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09166] added dtor for sub_bitmap 00000242B62F1CE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09167] added dtor for sub_bitmap 00000242B62F3040, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09168] added dtor for sub_bitmap 00000242B62F4B60, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09170] added dtor for sub_bitmap 00000242B62F3230, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09171] added dtor for sub_bitmap 00000242B62F1900, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09172] added dtor for sub_bitmap 00000242B62F1ED0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09174] added dtor for sub_bitmap 00000242B62F39F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09175] added dtor for sub_bitmap 00000242B62F3BE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09176] added dtor for sub_bitmap 00000242B62F1AF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09178] added dtor for sub_bitmap 00000242B62F20C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09179] added dtor for sub_bitmap 00000242B62F24A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09180] added dtor for sub_bitmap 00000242B62F2690, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09182] added dtor for sub_bitmap 00000242B62F3DD0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09183] added dtor for sub_bitmap 00000242B62F3FC0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09185] added dtor for sub_bitmap 00000242B62F2880, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09186] added dtor for sub_bitmap 00000242B62F41B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09188] added dtor for sub_bitmap 00000242B62F3420, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09189] added dtor for sub_bitmap 00000242B62F4590, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09191] added dtor for sub_bitmap 00000242B62FAB80, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09193] added dtor for sub_bitmap 00000242B62F7160, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09194] added dtor for sub_bitmap 00000242B62FD810, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09195] added dtor for sub_bitmap 00000242B62FEB70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09197] added dtor for sub_bitmap 00000242B62FCA80, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09198] added dtor for sub_bitmap 00000242B62FBB00, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09199] added dtor for sub_bitmap 00000242B62FD240, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09201] added dtor for sub_bitmap 00000242B62FC0D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09202] added dtor for sub_bitmap 00000242B62FC2C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09203] added dtor for sub_bitmap 00000242B62FCE60, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09205] added dtor for sub_bitmap 00000242B62FE5A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09206] added dtor for sub_bitmap 00000242B62FD050, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09207] added dtor for sub_bitmap 00000242B62FCC70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09209] added dtor for sub_bitmap 00000242B62F7540, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09210] added dtor for sub_bitmap 00000242B62F9FE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09211] added dtor for sub_bitmap 00000242B62F7B10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09213] added dtor for sub_bitmap 00000242B62F7350, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09214] added dtor for sub_bitmap 00000242B62FE790, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09215] added dtor for sub_bitmap 00000242B62FD430, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09217] added dtor for sub_bitmap 00000242B62FA1D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09218] added dtor for sub_bitmap 00000242B62F8A90, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09219] added dtor for sub_bitmap 00000242B62F9A10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09221] added dtor for sub_bitmap 00000242B62FE980, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09222] added dtor for sub_bitmap 00000242B62F82D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09224] added dtor for sub_bitmap 00000242B62FB910, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09225] added dtor for sub_bitmap 00000242B62FD620, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09226] added dtor for sub_bitmap 00000242B62FDA00, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09228] added dtor for sub_bitmap 00000242B62FC4B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09229] added dtor for sub_bitmap 00000242B62FDDE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09231] added dtor for sub_bitmap 00000242B62FBCF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09232] added dtor for sub_bitmap 00000242B62F9820, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09233] added dtor for sub_bitmap 00000242B62F7920, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09235] added dtor for sub_bitmap 00000242B62FE1C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09236] added dtor for sub_bitmap 00000242B62F7730, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09237] added dtor for sub_bitmap 00000242B62FDBF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09239] added dtor for sub_bitmap 00000242B62FDFD0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09240] added dtor for sub_bitmap 00000242B62FAF60, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09242] added dtor for sub_bitmap 00000242B62FC6A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09243] added dtor for sub_bitmap 00000242B62F9440, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09244] added dtor for sub_bitmap 00000242B62FA3C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09246] added dtor for sub_bitmap 00000242B62F9C00, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09247] added dtor for sub_bitmap 00000242B62FB340, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09248] added dtor for sub_bitmap 00000242B62FC890, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09250] added dtor for sub_bitmap 00000242B62F9DF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09251] added dtor for sub_bitmap 00000242B62FE3B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09253] added dtor for sub_bitmap 00000242B62FB530, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09254] added dtor for sub_bitmap 00000242B62F84C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09255] added dtor for sub_bitmap 00000242B62F7D00, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09257] added dtor for sub_bitmap 00000242B62F7EF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09258] added dtor for sub_bitmap 00000242B62F86B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09259] added dtor for sub_bitmap 00000242B62FB720, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09261] added dtor for sub_bitmap 00000242B62F88A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09262] added dtor for sub_bitmap 00000242B62FA5B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09264] added dtor for sub_bitmap 00000242B62FAD70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09265] added dtor for sub_bitmap 00000242B62F8C80, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09266] added dtor for sub_bitmap 00000242B62FA7A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09268] added dtor for sub_bitmap 00000242B62FBEE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09269] added dtor for sub_bitmap 00000242B62F80E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09270] added dtor for sub_bitmap 00000242B62F8E70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.09272] added dtor for sub_bitmap 00000242B62FA990, func 00007FFDBBC6118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.09273] removed dtor for bitmap 00000242B00F1F00
dtor     D               dtor.c:196  _al_register_destructor          [   0.09275] added dtor for font 00000242B00E9D70, func 00007FFDBDBA128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.09277] removed dtor for bitmap 00000242B00F1360
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.09317] opening project picture.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.09367] opening project picture.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.09465] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.09468] Fake format
